MES,REGIAO_PAIS,POPULACAO,CID_TIPO,SEXO,BENEF_TIPO,STATUS_BENEFICIARIO,QTD_BENEFICIOS,TAXA_BENEFICIOS
2024-07-01,Sul,31113021,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Empregado,393,1.263136742651895
2024-07-01,Sul,31113021,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Facultativo,16,0.051425414459110225
2024-07-01,Sul,31113021,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Segurado Especial,97,0.3117665751583557
2024-07-01,Sul,31113021,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,3,0.009642265211083167
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Autônomo,1174,3.773339785937213
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Desempregado,496,1.594187848232417
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Doméstico,179,0.5753218242612956
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Empregado,3242,10.42007460477721
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Facultativo,220,0.7070994488127655
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,336,1.0799337036413146
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.006428176807388778
2024-07-01,Sul,31113021,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,18,0.057853591266499
2024-07-01,Sul,31113021,Outros,Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,2,0.006428176807388778
2024-07-01,Sul,31113021,Outros,Masculino,Aposentadoria Invalidez Previdenciária,Facultativo,1,0.003214088403694389
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,947,3.043741718298586
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Desempregado,549,1.7645345336282194
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Doméstico,5,0.016070442018471947
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Empregado,2481,7.974153329565779
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,69,0.2217720998549128
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,374,1.2020690629817015
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,4,0.012856353614777556
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,74,0.23784254187338477
2024-07-01,Sul,31113021,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,3,0.009642265211083167
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,786,2.52627348530379
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,1143,3.6737030454226867
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,95,0.30533839835096693
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,2796,8.986591176729512
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,207,0.6653162995647386
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.006428176807388778
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,137,0.44033011130613126
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,5,0.016070442018471947
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,47,0.15106215497363626
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,430,1.3820580135885872
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,812,2.6098397837998437
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Doméstico,1,0.003214088403694389
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,1360,4.371160229024369
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,57,0.18320303901058016
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,92,0.2956961331398838
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,3,0.009642265211083167
2024-07-01,Sul,31113021,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,25,0.08035221009235972
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,760,2.4427071868077355
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,440,1.414198897625531
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,148,0.47568508374676954
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,1984,6.376751392929668
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,142,0.4564005533246032
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,183,0.5881781778760732
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,32,0.10285082891822045
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,6,0.019284530422166334
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,481,1.5459765221770012
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,1374,4.416157466676091
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,1161,3.7315566366891852
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,13,0.041783149248027056
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,4373,14.055208589355562
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Facultativo,67,0.2153439230475241
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,643,2.066658843575492
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Autônomo,6,0.019284530422166334
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,77,0.24748480708446796
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Doméstico,4,0.012856353614777556
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,1441,4.631501389723614
2024-07-01,Sul,31113021,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,25,0.08035221009235972
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Autônomo,96,0.5623376140307921
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Desempregado,71,0.4158955270436066
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Doméstico,41,0.2401650226589841
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Empregado,153,0.8962255723615749
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Facultativo,20,0.11715366958974835
2024-08-01,Centro-Oeste,17071595,Circulatório,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,6,0.035146100876924505
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Autônomo,137,0.8025026366897762
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Desempregado,146,0.8552217880051629
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Doméstico,3,0.017573050438462252
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Empregado,254,1.487851603789804
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Facultativo,10,0.058576834794874175
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,16,0.09372293567179868
2024-08-01,Centro-Oeste,17071595,Circulatório,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.011715366958974835
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Autônomo,85,0.4979030957564305
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Desempregado,77,0.4510416279205312
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Doméstico,32,0.18744587134359736
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Empregado,114,0.6677759166615655
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Facultativo,15,0.08786525219231126
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,5,0.029288417397437087
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,6,0.035146100876924505
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Autônomo,49,0.28702649049488344
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Desempregado,58,0.3397456418102702
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Doméstico,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Empregado,57,0.3338879583307828
2024-08-01,Centro-Oeste,17071595,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,2,0.011715366958974835
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Autônomo,31,0.18158818786410996
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Desempregado,13,0.07614988523333643
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Doméstico,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Empregado,37,0.21673428874103445
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Facultativo,6,0.035146100876924505
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,4,0.02343073391794967
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Autônomo,29,0.1698728209051351
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Desempregado,25,0.14644208698718544
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Empregado,34,0.1991612383025722
2024-08-01,Centro-Oeste,17071595,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Facultativo,3,0.017573050438462252
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Autônomo,20,0.11715366958974835
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Desempregado,21,0.12301135306923577
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Doméstico,14,0.08200756871282384
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Empregado,28,0.1640151374256477
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Facultativo,2,0.011715366958974835
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,5,0.029288417397437087
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.011715366958974835
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Autônomo,23,0.1347267200282106
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Desempregado,41,0.2401650226589841
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Doméstico,3,0.017573050438462252
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Empregado,46,0.2694534400564212
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Facultativo,2,0.011715366958974835
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,12,0.07029220175384901
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Autônomo,834,4.885308021892507
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Desempregado,638,3.7372020599129723
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Doméstico,267,1.5640014890231404
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Empregado,822,4.815015820138657
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Facultativo,178,1.0426676593487603
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,76,0.4451839444410437
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,16,0.09372293567179868
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,31,0.18158818786410996
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Autônomo,586,3.432602518979627
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Desempregado,657,3.848498046023233
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Doméstico,13,0.07614988523333643
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Empregado,835,4.891165705371994
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Facultativo,19,0.11129598611026092
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,58,0.3397456418102702
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Autônomo,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,11,0.0644345182743616
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,51,0.29874185745385834
2024-08-01,Centro-Oeste,17071595,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0058576834794874175
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Autônomo,19,0.11129598611026092
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Desempregado,15,0.08786525219231126
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Doméstico,12,0.07029220175384901
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Empregado,211,1.235971214171845
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Autônomo,4,0.02343073391794967
2024-08-01,Centro-Oeste,17071595,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Desempregado,7,0.04100378435641192
